,Color,Year of car manufacture,Length,price,Width,Brand Name,Transmission type,Seats,Body type,city,Car model,kilometer driven,Insurance Validity_value,Fuel type,Number of previous owners,Engine Displacement_value(cc)
1719,White,2017,3840mm,610000.0,1735mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Swift,64917,Zero Dep,Petrol,2,1197
1720,Brown,2017,3955mm,543000.0,1694mm,Honda,Manual,5.0,Hatchback,Bangalore,Honda Jazz,70235,Comprehensive,Petrol,1,1199
1721,Others,2021,3995mm,980000.0000000001,1775mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai i20,30000,Third Party insurance,Petrol,1,998
1722,Brown,2016,3955mm,535000.0,1694mm,Honda,Manual,5.0,Hatchback,Bangalore,Honda Jazz,78782,Zero Dep,Petrol,1,1199
1723,O Purple,2014,4585mm,850000.0,1890mm,Mahindra,Manual,7.0,SUV,Bangalore,Mahindra XUV500,164000,Comprehensive,Diesel,2,2179
1724,Silver,2016,4490mm,661000.0,1730mm,Maruti,Manual,5.0,Sedan,Bangalore,Maruti Ciaz,72136,Third Party insurance,Petrol,2,1373
1725,Others,2015,3845mm,505000.0,1735,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Swift,52486,Comprehensive,Petrol,2,1197
1726,Black,2007,"4,572 mm",450000.0,"1,769 mm",Skoda,Automatic,5.0,Sedan,Bangalore,Skoda Laura,150000,Third Party insurance,Diesel,1,1896
1727,Silver,2017,3999mm,865000.0,1734mm,Honda,Manual,5.0,SUV,Bangalore,Honda WR-V,36887,Third Party insurance,Petrol,1,1199
1728,Blue,2019,3995 mm,999000.0,1770 mm,Hyundai,Manual,5.0,SUV,Bangalore,Hyundai Venue,47962,Comprehensive,Petrol,1,998
1729,Silver,2014,4331mm,595000.0,2000mm,Nissan,Manual,5.0,SUV,Bangalore,Nissan Terrano,135000,Comprehensive,Diesel,1,1461
1730,Brown,2018,4861mm,2365000.0,1864mm,Skoda,Automatic,5.0,Sedan,Bangalore,Skoda Superb,47398,Comprehensive,Petrol,2,1798
1731,Gray,2012,4560mm,400000.0,1730mm,Fiat,Manual,5.0,Sedan,Bangalore,Fiat Linea,50000,Third Party insurance,Petrol,2,1368
1732,White,2012,4160mm,550000.0,1690mm,Maruti,Manual,5.0,Sedan,Bangalore,Maruti Swift Dzire,100000,Third Party insurance,Diesel,1,1248
1733,White,2020,4752 mm,6050000.0,1918 mm,BMW,Automatic,5.0,SUV,Bangalore,BMW X4,55000,Comprehensive,Diesel,1,2993
1734,Black,2011,4708,1600000.0,2138,BMW,Automatic,5.0,SUV,Bangalore,BMW X3,110000,Comprehensive,Diesel,2,1995
1735,Others,2013,3971mm,520000.0,1682mm,Volkswagen,Automatic,5.0,Hatchback,Bangalore,Volkswagen Polo,90000,Third Party insurance,Petrol,3,1197
1736,Blue,2016,3995mm,616000.0,1745mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Baleno,116624,Zero Dep,Petrol,1,1197
1737,Silver,2019,4490 mm,795000.0,1730 mm,Maruti,Manual,5.0,Sedan,Bangalore,Maruti Ciaz,54561,Zero Dep,Petrol,2,1462
1738,Others,2013,4585mm,1275000.0,1765mm,Toyota,Manual,7.0,MUV,Bangalore,Toyota Innova,120000,Third Party insurance,Diesel,2,2494
1739,Red,2016,3955mm,624000.0,1694mm,Honda,Manual,5.0,Hatchback,Bangalore,Honda Jazz,65072,Comprehensive,Petrol,1,1199
1740,Others,2017,3765mm,549000.0,1660mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai Grand i10,133532,Zero Dep,Petrol,1,1197
1741,Others,2010,4580mm,760000.0,1770mm,Toyota,Manual,7.0,MUV,Bangalore,Toyota Innova,120000,Third Party insurance,Diesel,3,2494
1742,Orange,2013,3995mm,524000.0,1735,Maruti,Manual,5.0,Sedan,Bangalore,Maruti Swift Dzire,39886,Comprehensive,Petrol,1,1197
1743,White,2019,4585mm,1650000.0,1890mm,Mahindra,Manual,7.0,SUV,Bangalore,Mahindra XUV500,80000,Third Party insurance,Diesel,1,2179
1744,Others,2015,3840mm,583000.0,1735mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Swift,56976,Comprehensive,Diesel,2,1248
1745,White,2020,4390mm,1147000.0,1699mm,Volkswagen,Manual,5.0,Sedan,Bangalore,Volkswagen Vento,68303,Zero Dep,Petrol,2,999
1746,Red,2013,3714mm,1750000.0,1683mm,Mini,Automatic,4.0,Hatchback,Bangalore,Mini Cooper,80000,Third Party insurance,Petrol,2,1598
1747,Grey,2016,4413mm,825000.0,1699mm,Skoda,Automatic,5.0,Sedan,Bangalore,Skoda Rapid,54000,Comprehensive,Diesel,1,1498
1748,White,2016,4600mm,3150000.0,2173mm,Land Rover,Automatic,7.0,SUV,Bangalore,Land Rover Discovery Sport,98500,Third Party insurance,Diesel,1,2179
1749,Grey,2018,3971mm,755000.0,1682mm,Volkswagen,Manual,5.0,Hatchback,Bangalore,Volkswagen Polo,72348,Third Party insurance,Petrol,1,1199
1750,Silver,2015,4270mm,875000.0,1780mm,Hyundai,Manual,5.0,SUV,Bangalore,Hyundai Creta,70000,Comprehensive,Petrol,1,1591
1751,White,2021,3971mm,855000.0000000001,1682mm,Volkswagen,Manual,5.0,Hatchback,Bangalore,Volkswagen Polo,62696,Third Party,Petrol,1,999
1752,White,2014,4705mm,1845000.0,1840mm,Toyota,Automatic,7.0,SUV,Bangalore,Toyota Fortuner,174000,Comprehensive,Diesel,3,2982
1753,Orange,2016,3765mm,525000.0,1660mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai Grand i10,65000,Comprehensive,Petrol,1,1197
1754,Silver,2017,3765mm,650000.0,1660mm,Hyundai,Automatic,5.0,Hatchback,Bangalore,Hyundai Grand i10,36000,Comprehensive,Petrol,1,1197
1755,White,2011,"4,580 mm",950000.0,"1,770 mm",Toyota,Manual,7.0,MUV,Bangalore,Toyota Innova,199000,Comprehensive,Diesel,2,2494
1756,Brown,2018,4440mm,846000.0000000001,1695mm,Honda,Automatic,5.0,Sedan,Bangalore,Honda City,71905,Zero Dep,Petrol,1,1497
1757,Red,2013,3845mm,424000.0,1735,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Swift,69748,Comprehensive,Petrol,2,1197
1758,Maroon,2008,3495mm,210000.0,1475mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Alto,44000,Comprehensive,Petrol,1,796
1759,Red,2021,4425mm,959000.0,1730mm,Toyota,Manual,5.0,Sedan,Bangalore,Toyota Yaris,17875,Third Party insurance,Petrol,2,1496
1760,White,2020,4360,889000.0,1822,Renault,Manual,5.0,SUV,Bangalore,Renault Duster,95678,Comprehensive,Petrol,1,1330
1761,Silver,2022,3991mm,850000.0,1750,Renault,Automatic,5.0,SUV,Bangalore,Renault Kiger,12003,Third Party insurance,Petrol,1,999
1762,Red,2018,3998mm,836000.0,1765mm,Ford,Manual,5.0,SUV,Bangalore,Ford Ecosport,114427,Comprehensive,Diesel,2,1498
1763,Others,2022,3991mm,660000.0,1750,Renault,Automatic,5.0,SUV,Bangalore,Renault Kiger,20000,Third Party insurance,Petrol,1,999
1764,White,2012,3610mm,334000.0,1680mm,Honda,Manual,5.0,Hatchback,Bangalore,Honda Brio,64655,Comprehensive,Petrol,1,1198
1765,Red,2018,3675mm,594000.0,1715mm,Mahindra,Manual,6.0,SUV,Bangalore,Mahindra KUV 100,46456,Third Party insurance,Petrol,1,1198
1766,Others,2021,3991mm,991000.0,1750,Renault,Automatic,5.0,SUV,Bangalore,Renault Kiger,20000,Third Party insurance,Petrol,1,999
1767,Others,2018,4395mm,1450000.0,1818mm,Jeep,Manual,5.0,SUV,Bangalore,Jeep Compass,50000,Third Party insurance,Diesel,1,1956
1768,Others,2011,4384mm,219000.0,1699mm,Volkswagen,Manual,5.0,Sedan,Bangalore,Volkswagen Vento,90000,Third Party insurance,Diesel,4,1598
1769,Others,2022,3995mm,1285000.0,1770mm,Hyundai,Manual,5.0,SUV,Bangalore,Hyundai Venue,20000,Third Party insurance,Diesel,1,1493
1770,White,2021,4425mm,4195000.0,2034mm,Volvo,Automatic,5.0,SUV,Bangalore,Volvo XC40,27000,Comprehensive,Petrol,1,1969
1771,Others,2008,"4,580 mm",455000.0,"1,770 mm",Toyota,Manual,8.0,MUV,Bangalore,Toyota Innova,150000,Third Party insurance,Diesel,3,2494
1772,Others,2022,3990mm,825000.0,1745,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Baleno,10000,Third Party insurance,Petrol,1,1197
1773,Others,2018,4440mm,825000.0,1695mm,Honda,Manual,5.0,Sedan,Bangalore,Honda City,40000,Third Party insurance,Petrol,1,1497
1774,Blue,2020,3998mm,919999.9999999999,1765mm,Ford,Manual,5.0,SUV,Bangalore,Ford Ecosport,40000,Third Party insurance,Diesel,1,1498
1775,Others,2018,4686mm,3300000.0,2020mm,Mercedes-Benz,Automatic,5.0,Sedan,Bangalore,Mercedes-Benz C-Class,20000,Third Party insurance,Diesel,2,2143
1776,Red,2017,3999mm,729000.0,1765mm,Ford,Manual,5.0,SUV,Bangalore,Ford Ecosport,91598,Third Party,Diesel,2,1498
1777,Others,2015,3695mm,432000.0,1655,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Celerio,57521,Comprehensive,Petrol,1,998
1778,Others,2016,4315mm,700000.0,1822mm,Renault,Manual,5.0,SUV,Bangalore,Renault Duster,100000,Third Party insurance,Diesel,1,1461
1779,Others,2021,4440mm,1499000.0,1729mm,Hyundai,Manual,5.0,Sedan,Bangalore,Hyundai Verna,7598,Comprehensive,Petrol,1,1497
1780,Brown,2017,4315mm,762000.0,1822mm,Renault,Manual,5.0,SUV,Bangalore,Renault Duster,38520,Comprehensive,Petrol,1,1598
1781,Others,2022,4323mm,1625000.0,1809mm,MG,Manual,5.0,SUV,Bangalore,MG Astor,20000,Third Party insurance,Petrol,1,1498
1782,Brown,2014,4315mm,632000.0,1822mm,Renault,Manual,5.0,SUV,Bangalore,Renault Duster,110455,Comprehensive,Diesel,2,1461
1783,Red,2020,3995 mm,1218000.0,1770 mm,Hyundai,Automatic,5.0,SUV,Bangalore,Hyundai Venue,26901,Comprehensive,Petrol,1,998
1784,White,2017,3765mm,524000.0,1660mm,Hyundai,Automatic,5.0,Hatchback,Bangalore,Hyundai Grand i10,65376,Zero Dep,Petrol,1,1197
1785,Red,2018,4585mm,1405000.0,1890mm,Mahindra,Manual,7.0,SUV,Bangalore,Mahindra XUV500,28177,Comprehensive,Diesel,3,2179
1786,Others,2022,3995,1390000.0,1790,Kia,Manual,5.0,SUV,Bangalore,Kia Sonet,10000,Third Party insurance,Petrol,1,998
1787,White,2021,4655mm,1889999.9999999998,1835mm,MG,Automatic,5.0,SUV,Bangalore,MG Hector,30000,Comprehensive,Petrol,1,1451
1788,White,2018,4270mm,1275000.0,1780mm,Hyundai,Automatic,5.0,SUV,Bangalore,Hyundai Creta,27000,Third Party insurance,Petrol,1,1591
1789,Others,2010,"3,565 mm",275000.0,"1,595 mm",Hyundai,Automatic,5.0,Hatchback,Bangalore,Hyundai i10,90000,Third Party insurance,Petrol,3,1197
1790,Others,2022,4440,1125000.0,1695,Honda,Manual,5.0,Sedan,Bangalore,Honda City,20000,Third Party insurance,Petrol,1,1497
1791,Red,2016,4440mm,650000.0,1695mm,Honda,Automatic,5.0,Sedan,Bangalore,Honda City,82998,Comprehensive,Petrol,1,1497
1792,White,2010,"4,586 mm",700000.0,"1,772 mm",Audi,Automatic,5.0,Sedan,Bangalore,Audi A4,110000,Third Party insurance,Petrol,3,1781
1793,Grey,2019,4440mm,1100000.0,1695mm,Honda,Manual,5.0,Sedan,Bangalore,Honda City,14500,Third Party insurance,Petrol,1,1497
1794,White,2016,4277mm,260000.0,1740mm,Mahindra,Manual,5.0,Sedan,Bangalore,Mahindra Verito,120000,Third Party insurance,Diesel,3,1461
1795,Silver,2010,"3,565 mm",395000.0,"1,595 mm",Hyundai,Automatic,5.0,Hatchback,Bangalore,Hyundai i10,68000,Comprehensive,Petrol,2,1197
1796,White,2019,3995mm,681000.0,1660mm,Hyundai,Manual,5.0,Sedan,Bangalore,Hyundai Xcent,25887,Third Party insurance,Petrol,1,1197
1797,Others,2020,3565,405000.0,1520,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti S-Presso,74094,Comprehensive,Petrol,1,998
1798,White,2018,3955mm,765000.0,1694mm,Honda,Automatic,5.0,Hatchback,Bangalore,Honda Jazz,40000,Comprehensive,Petrol,1,1199
1799,Red,2014,3775mm,487000.0,1680mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Ritz,91045,Third Party,Diesel,1,1248
1800,White,2018,4585mm,1474000.0,1890mm,Mahindra,Manual,7.0,SUV,Bangalore,Mahindra XUV500,80033,Third Party insurance,Diesel,1,2179
1801,Others,2017,4585mm,1340000.0,1890mm,Mahindra,Automatic,7.0,SUV,Bangalore,Mahindra XUV500,70000,Third Party insurance,Diesel,2,2179
1802,Blue,2021,3991mm,770000.0,1739,Renault,Automatic,7.0,MUV,Bangalore,Renault Triber,13957,Comprehensive,Petrol,1,999
1803,Grey,2018,3995mm,818000.0,1745mm,Maruti,Automatic,5.0,Hatchback,Bangalore,Maruti Baleno,34140,Third Party insurance,Petrol,2,1197
1804,White,2017,3998mm,724000.0,1765mm,Ford,Manual,5.0,SUV,Bangalore,Ford Ecosport,20056,Comprehensive,Petrol,1,1497
1805,Red,2016,3695mm,468000.0,1655,Maruti,Automatic,5.0,Hatchback,Bangalore,Maruti Celerio,38233,Comprehensive,Petrol,3,998
1806,White,2013,4644mm,500000.0,1778mm,Volkswagen,Manual,5.0,Sedan,Bangalore,Volkswagen Jetta,100000,Third Party insurance,Petrol,1,1390
1807,Blue,2016,3999mm,600000.0,1765mm,Ford,Manual,5.0,SUV,Bangalore,Ford Ecosport,50000,Third Party insurance,Diesel,2,1498
1808,Others,2017,4585mm,1350000.0,1890mm,Mahindra,Manual,7.0,SUV,Bangalore,Mahindra XUV500,70000,Third Party insurance,Diesel,2,2179
1809,Orange,2016,3765mm,525000.0,1660mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai Grand i10,44000,Comprehensive,Petrol,1,1197
1810,Gray,2006,3810mm,175000.0,1665mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai Getz,90000,Third Party insurance,Petrol,2,1341
1811,Others,2016,4490mm,725000.0,1730mm,Maruti,Automatic,5.0,Sedan,Bangalore,Maruti Ciaz,30000,Third Party insurance,Petrol,1,1373
1812,Others,2018,3765mm,550000.0,1660mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai Grand i10,50000,Third Party insurance,Petrol,1,1197
1813,White,2019,3840mm,650000.0,1735mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Swift,98000,Comprehensive,Petrol,1,1197
1814,Green,2017,3955 mm,775000.0,1694 mm,Honda,Automatic,5.0,Hatchback,Bangalore,Honda Jazz,47000,Comprehensive,Petrol,1,1199
1815,Others,2019,4440mm,900000.0,1729mm,Hyundai,Manual,5.0,Sedan,Bangalore,Hyundai Verna,70000,Third Party insurance,Petrol,1,1591
1816,Silver,2020,3445mm,408000.0,1515mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Alto 800,16998,Comprehensive,Petrol,1,796
1817,Orange,2017,3765mm,642000.0,1660mm,Hyundai,Automatic,5.0,Hatchback,Bangalore,Hyundai Grand i10,15256,Comprehensive,Petrol,1,1197
1818,Others,2019,4440mm,900000.0,1729mm,Hyundai,Manual,5.0,Sedan,Bangalore,Hyundai Verna,70000,Third Party insurance,Petrol,1,1591
1819,Black,2020,3429mm,521000.0,1560mm,Datsun,Automatic,5.0,Hatchback,Bangalore,Datsun RediGO,4495,Comprehensive,Petrol,1,999
1820,White,2020,3991mm,695000.0,1739,Renault,Manual,7.0,MUV,Bangalore,Renault Triber,34561,Zero Dep,Petrol,1,999
1821,Others,2018,3545mm,390000.0,1515mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Alto K10,40000,Third Party insurance,Petrol,2,998
1822,Orange,2016,3746mm,429000.0,1647mm,Tata,Manual,5.0,Hatchback,Bangalore,Tata Tiago,142135,Comprehensive,Petrol,1,1199
1823,White,2021,3995mm,520000.0,1704mm,Ford,Manual,5.0,Sedan,Bangalore,Ford Aspire,120000,Third Party insurance,Petrol,1,1194
1824,Brown,2019,3655 mm,625000.0,1620 mm,Maruti,Automatic,5.0,Hatchback,Bangalore,Maruti Wagon R,9553,Third Party,Petrol,1,1197
1825,Blue,2022,3731mm,601000.0,1579,Renault,Manual,5.0,Hatchback,Bangalore,Renault KWID,7600,Zero Dep,Petrol,1,999
1826,Others,2017,4395mm,1300000.0,1818mm,Jeep,Manual,5.0,SUV,Bangalore,Jeep Compass,120000,Third Party insurance,Diesel,1,1956
1827,Silver,2017,3765mm,645000.0,1660mm,Hyundai,Automatic,5.0,Hatchback,Bangalore,Hyundai Grand i10,20000,Comprehensive,Petrol,1,1197
1828,Others,2013,5089mm,1975000.0,2177mm,Audi,Automatic,7.0,SUV,Bangalore,Audi Q7,120000,Third Party insurance,Diesel,2,2967
1829,Red,2016,3985mm,695000.0,1734mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai i20,45578,Third Party insurance,Petrol,1,1197
1830,White,2013,4644mm,500000.0,1778mm,Volkswagen,Manual,5.0,Sedan,Bangalore,Volkswagen Jetta,100000,Third Party insurance,Petrol,1,1390
1831,Blue,2014,4824mm,1644000.0000000002,1811 mm,BMW,Automatic,5.0,Sedan,Bangalore,BMW 3 Series,100000,Comprehensive,Diesel,2,1995
1832,Silver,2019,3998mm,894999.9999999999,1765mm,Ford,Manual,5.0,SUV,Bangalore,Ford Ecosport,42000,Comprehensive,Petrol,1,1497
1833,Others,2013,3585mm,350000.0,1595mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai i10,90000,Third Party insurance,Petrol,2,1197
1834,Others,2012,4370mm,550000.0,1700mm,Hyundai,Manual,5.0,Sedan,Bangalore,Hyundai Verna,70000,Third Party insurance,Diesel,1,1582
1835,Others,2010,5060mm,750000.0,1788mm,Ford,Automatic,7.0,SUV,Bangalore,Ford Endeavour,100000,Third Party insurance,Diesel,3,2953
1836,Blue,2017,3700mm,581000.0,1690mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Ignis,16306,Comprehensive,Petrol,1,1197
1837,White,2020,3655 mm,513000.0,1620 mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Wagon R,25086,Comprehensive,Petrol,3,1197
1838,Blue,2017,3995mm,650000.0,1745mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Baleno,54845,Third Party insurance,Petrol,1,1197
1839,Red,2020,3954mm,806000.0,1737mm,Ford,Manual,5.0,Hatchback,Bangalore,Ford Freestyle,35642,Comprehensive,Diesel,1,1498
1840,Silver,2016,3995mm,725000.0,1745mm,Maruti,Automatic,5.0,Hatchback,Bangalore,Maruti Baleno,22173,Third Party,Petrol,1,1197
1841,Blue,2018,4936mm,4950000.0,2126mm,BMW,Automatic,5.0,Sedan,Bangalore,BMW 5 Series,50000,Comprehensive,Diesel,1,2993
1842,Black,2014,3765mm,426000.0,1660mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai Grand i10,67790,Third Party,Petrol,1,1197
1843,Maroon,2019,3545mm,484999.99999999994,1515mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Alto K10,38000,Comprehensive,Petrol,1,998
1844,White,2012,3610mm,351000.0,1680mm,Honda,Manual,5.0,Hatchback,Bangalore,Honda Brio,49713,Third Party insurance,Petrol,2,1198
1845,Red,2021,3731mm,490000.00000000006,1579mm,Renault,Manual,5.0,Hatchback,Bangalore,Renault KWID,10002,Third Party insurance,Petrol,1,999
1846,Grey,2017,4585mm,1495000.0,1890mm,Mahindra,Manual,7.0,SUV,Bangalore,Mahindra XUV500,46706,Third Party insurance,Diesel,1,2179
1847,Others,2014,3840mm,509999.99999999994,1735mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Swift,90000,Third Party insurance,Diesel,2,1248
1848,White,2016,4708mm,2750000.0,1891mm,BMW,Automatic,5.0,SUV,Bangalore,BMW X3,106000,Comprehensive,Diesel,1,1995
1849,White,2017,3971mm,1025000.0,1682mm,Volkswagen,Automatic,5.0,Hatchback,Bangalore,Volkswagen Polo,55833,Third Party insurance,Petrol,1,1197
1850,Red,2015,4388mm,2345000.0,2019mm,Audi,Automatic,5.0,SUV,Bangalore,Audi Q3,46716,Third Party insurance,Diesel,2,1968
1851,Grey,2016,4413mm,825000.0,1699mm,Skoda,Manual,5.0,Sedan,Bangalore,Skoda Rapid,54000,Comprehensive,Diesel,1,1498
1852,Silver,2016,3998mm,675000.0,1765mm,Ford,Manual,5.0,SUV,Bangalore,Ford Ecosport,68000,Comprehensive,Diesel,2,1498
1853,Grey,2010,3795mm,190000.0,1680mm,Ford,Manual,5.0,Hatchback,Bangalore,Ford Figo,113348,Comprehensive,Diesel,3,1399
1854,White,2014,4915mm,890000.0,2086mm,Audi,Automatic,5.0,Sedan,Bangalore,Audi A6,134000,Third Party insurance,Diesel,1,1968
1855,Silver,2022,3991mm,823000.0,1750,Renault,Automatic,5.0,SUV,Bangalore,Renault Kiger,20000,Third Party insurance,Petrol,1,999
1856,White,2014,3845mm,554000.0,1735,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Swift,52311,Comprehensive,Petrol,1,1197
1857,Black,2014,3995mm,499000.0,1735,Maruti,Manual,5.0,Sedan,Bangalore,Maruti Swift Dzire,59514,Comprehensive,Petrol,1,1197
1858,Others,2022,3991mm,815000.0,1750,Renault,Automatic,5.0,SUV,Bangalore,Renault Kiger,10000,Third Party insurance,Petrol,1,999
1859,Silver,2020,3995mm,719000.0,1745mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Baleno,36743,Third Party,Petrol,1,1197
1860,Silver,2015,3695mm,372000.0,1655,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Celerio,83046,Third Party,Petrol,1,998
1861,Others,2018,3695mm,515000.00000000006,1600mm,Maruti,Automatic,5.0,Hatchback,Bangalore,Maruti Celerio,10000,Third Party insurance,Petrol,1,998
1862,Silver,2016,3955mm,554000.0,1694mm,Honda,Manual,5.0,Hatchback,Bangalore,Honda Jazz,59420,Third Party insurance,Petrol,2,1199
1863,Grey,2023,3992mm,700000.0,1677mm,Tata,Manual,5.0,Sedan,Bangalore,Tata Tigor,4545,Comprehensive,Petrol,1,1199
1864,Silver,2011,3845mm,409999.99999999994,1735,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Swift,70404,Third Party insurance,Petrol,1,1197
1865,Silver,2016,4490mm,685000.0,1730mm,Maruti,Manual,5.0,Sedan,Bangalore,Maruti Ciaz,39725,Third Party,Petrol,1,1373
1866,Others,2022,4824mm,5500000.0,1811mm,BMW,Automatic,5.0,Sedan,Bangalore,BMW 3 Series,10000,Third Party insurance,Petrol,1,1998
1867,Others,2022,4315mm,1800000.0,1800mm,Kia,Automatic,5.0,SUV,Bangalore,Kia Seltos,10000,Third Party insurance,Diesel,1,1493
1868,Others,2006,3595mm,180000.0,1475mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Wagon R,60000,Third Party insurance,Petrol,2,998
1869,Others,2018,3998mm,765000.0,1765mm,Ford,Manual,5.0,SUV,Bangalore,Ford Ecosport,50000,Third Party insurance,Petrol,2,1497
1870,Others,2023,4699mm,1950000.0,1835mm,MG,Manual,5.0,SUV,Bangalore,MG Hector,10000,Third Party insurance,Petrol,1,1451
1871,Others,2013,4530mm,491000.0,1775mm,Hyundai,Manual,5.0,Sedan,Bangalore,Hyundai Elantra,50000,Third Party insurance,Petrol,3,1797
1872,Silver,2021,3998mm,1175000.0,1765mm,Ford,Manual,5.0,SUV,Bangalore,Ford Ecosport,23272,Third Party insurance,Diesel,1,1498
1873,Brown,2020,3998mm,999000.0,1765mm,Ford,Manual,5.0,SUV,Bangalore,Ford Ecosport,8407,Comprehensive,Petrol,1,1496
1874,Others,2018,3840mm,715000.0,1735mm,Maruti,Automatic,5.0,Hatchback,Bangalore,Maruti Swift,50000,Third Party insurance,Petrol,1,1197
1875,Others,2018,4726mm,3400000.0,1842mm,Audi,Automatic,5.0,Sedan,Bangalore,Audi A4,10000,Third Party insurance,Diesel,1,1968
1876,Black,2021,4300mm,1779000.0,1790mm,Hyundai,Automatic,5.0,SUV,Bangalore,Hyundai Creta,14881,Comprehensive,Petrol,1,1353
1877,Silver,2012,3995mm,404000.0,1710mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai i20,54305,Third Party insurance,Petrol,1,1197
1878,Others,2016,3585mm,358000.0,1595mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai i10,50000,Third Party insurance,Petrol,2,1086
1879,Blue,2017,3700mm,581000.0,1690mm,Maruti,Automatic,5.0,Hatchback,Bangalore,Maruti Ignis,64998,Comprehensive,Petrol,1,1197
1880,Red,2015,3985mm,630000.0,1734mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai i20,75940,Third Party insurance,Petrol,1,1197
1881,Grey,2016,3955mm,560000.0,1694mm,Honda,Manual,5.0,Hatchback,Bangalore,Honda Jazz,25639,Third Party insurance,Petrol,1,1199
1882,Silver,2019,4585mm,1551000.0,1890mm,Mahindra,Manual,7.0,SUV,Bangalore,Mahindra XUV500,44107,Third Party insurance,Diesel,1,2179
1883,Others,2014,4375mm,525000.0,1700mm,Hyundai,Manual,5.0,Sedan,Bangalore,Hyundai Verna,60000,Third Party insurance,Petrol,2,1591
1884,Others,2018,3695mm,501000.0,1600mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Celerio,41594,Comprehensive,Petrol,1,998
1885,White,2020,3655 mm,617000.0,1620 mm,Maruti,Automatic,5.0,Hatchback,Bangalore,Maruti Wagon R,24786,Comprehensive,Petrol,2,1197
1886,Grey,2017,3545mm,365000.0,1515mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Alto K10,56000,Third Party insurance,Petrol,1,998
1887,White,2018,4549mm,994999.9999999999,1748mm,Honda,Automatic,5.0,Sedan,Bangalore,Honda City,90000,Comprehensive,Petrol,1,1498
1888,Orange,2019,3985mm,775000.0,1734mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai i20,31000,Comprehensive,Petrol,2,1197
1889,Silver,2018,4731mm,4700000.0,2175mm,Jaguar,Automatic,5.0,SUV,Bangalore,Jaguar F-Pace,30000,Third Party insurance,Diesel,2,1999
1890,Maroon,2017,4440mm,770000.0,1729mm,Hyundai,Manual,5.0,Sedan,Bangalore,Hyundai Verna,36000,Comprehensive,Petrol,1,1591
1891,Grey,2018,3840mm,725000.0,1735mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Swift,19065,Third Party insurance,Petrol,1,1197
1892,White,2019,3955 mm,840000.0,1694 mm,Honda,Automatic,5.0,Hatchback,Bangalore,Honda Jazz,30538,Comprehensive,Petrol,1,1199
1893,Red,2018,3985mm,799000.0,1734mm,Hyundai,Manual,5.0,Hatchback,Bangalore,Hyundai i20,48891,Comprehensive,Petrol,2,1197
1894,Others,2014,4292mm,1380000.0,1780mm,Mercedes-Benz,Automatic,5.0,Hatchback,Bangalore,Mercedes-Benz A Class,60000,Third Party insurance,Petrol,2,1595
1895,White,2018,3840mm,696000.0,1735mm,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Swift,26676,Third Party,Petrol,1,1197
1896,Red,2015,3845mm,576000.0,1735,Maruti,Manual,5.0,Hatchback,Bangalore,Maruti Swift,35647,Comprehensive,Petrol,1,1197
